GSM	sample_title	accession_number	accession_name	growth_temperature	tissue	developmental_stage	target_gene	raw_counts	RPKM	processed_file
GSM1321880	s6184_10C	6184	TBÖ 01	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000432351985984	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321880/suppl/GSM1321880_s6184_10C_expression_table.txt.gz
GSM1321881	s6184_16C	6184	TBÖ 01	16C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000463060428179	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321881/suppl/GSM1321881_s6184_16C_expression_table.txt.gz
GSM1321882	s6188_10C	6188	TDr-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321882/suppl/GSM1321882_s6188_10C_expression_table.txt.gz
GSM1321883	s6188_16C	6188	TDr-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321883/suppl/GSM1321883_s6188_16C_expression_table.txt.gz
GSM1321884	s6189_10C	6189	TDr-2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321884/suppl/GSM1321884_s6189_10C_expression_table.txt.gz
GSM1321885	s6189_16C	6189	TDr-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321885/suppl/GSM1321885_s6189_16C_expression_table.txt.gz
GSM1321886	s6191_10C	6191	TDr-4	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321886/suppl/GSM1321886_s6191_10C_expression_table.txt.gz
GSM1321887	s6191_16C	6191	TDr-4	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321887/suppl/GSM1321887_s6191_16C_expression_table.txt.gz
GSM1321888	s6192_10C	6192	TDr-5	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321888/suppl/GSM1321888_s6192_10C_expression_table.txt.gz
GSM1321889	s6192_16C	6192	TDr-5	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000767239046176	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321889/suppl/GSM1321889_s6192_16C_expression_table.txt.gz
GSM1321890	s6193_10C	6193	TDr-7	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321890/suppl/GSM1321890_s6193_10C_expression_table.txt.gz
GSM1321891	s6193_16C	6193	TDr-7	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000212481022656	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321891/suppl/GSM1321891_s6193_16C_expression_table.txt.gz
GSM1321892	s6194_16C	6194	TDr-8	16C	whole rosette	9-leaf stage	AT1G11560	2.0	0.00139413599272	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321892/suppl/GSM1321892_s6194_16C_expression_table.txt.gz
GSM1321893	s6195_10C	6195	TDr-9	10C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000229336794492	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321893/suppl/GSM1321893_s6195_10C_expression_table.txt.gz
GSM1321894	s6195_16C	6195	TDr-9	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321894/suppl/GSM1321894_s6195_16C_expression_table.txt.gz
GSM1321895	s6202_10C	6202	TDr-17	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321895/suppl/GSM1321895_s6202_10C_expression_table.txt.gz
GSM1321896	s6202_16C	6202	TDr-17	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321896/suppl/GSM1321896_s6202_16C_expression_table.txt.gz
GSM1321897	s6203_10C	6203	TDr-18	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321897/suppl/GSM1321897_s6203_10C_expression_table.txt.gz
GSM1321898	s6203_16C	6203	TDr-18	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321898/suppl/GSM1321898_s6203_16C_expression_table.txt.gz
GSM1321899	s6209_10C	6209	TEDEN 02	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000192047978071	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321899/suppl/GSM1321899_s6209_10C_expression_table.txt.gz
GSM1321900	s6209_16C	6209	TEDEN 02	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321900/suppl/GSM1321900_s6209_16C_expression_table.txt.gz
GSM1321901	s6210_10C	6210	TEDEN 03	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321901/suppl/GSM1321901_s6210_10C_expression_table.txt.gz
GSM1321902	s6210_16C	6210	TEDEN 03	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321902/suppl/GSM1321902_s6210_16C_expression_table.txt.gz
GSM1321903	s6216_16C	6216	TFÄ 06	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321903/suppl/GSM1321903_s6216_16C_expression_table.txt.gz
GSM1321904	s6216_10C	6216	TFÄ 06	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321904/suppl/GSM1321904_s6216_10C_expression_table.txt.gz
GSM1321905	s6221_10C	6221	TGR 02	10C	whole rosette	9-leaf stage	AT1G11560	2.0	0.000348229993294	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321905/suppl/GSM1321905_s6221_10C_expression_table.txt.gz
GSM1321906	s6221_16C	6221	TGR 02	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321906/suppl/GSM1321906_s6221_16C_expression_table.txt.gz
GSM1321907	s6231_10C	6231	TNY 04	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321907/suppl/GSM1321907_s6231_10C_expression_table.txt.gz
GSM1321908	s6231_16C	6231	TNY 04	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321908/suppl/GSM1321908_s6231_16C_expression_table.txt.gz
GSM1321909	s6235_10C	6235	TOM 01	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321909/suppl/GSM1321909_s6235_10C_expression_table.txt.gz
GSM1321910	s6235_16C	6235	TOM 01	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000537350372129	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321910/suppl/GSM1321910_s6235_16C_expression_table.txt.gz
GSM1321911	s6237_10C	6237	TOM 03	10C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000146409588553	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321911/suppl/GSM1321911_s6237_10C_expression_table.txt.gz
GSM1321912	s6237_16C	6237	TOM 03	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321912/suppl/GSM1321912_s6237_16C_expression_table.txt.gz
GSM1321913	s6238_10C	6238	TOM 04	10C	whole rosette	9-leaf stage	AT1G11560	0.25	0.000106928225424	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321913/suppl/GSM1321913_s6238_10C_expression_table.txt.gz
GSM1321914	s6238_16C	6238	TOM 04	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000348604558767	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321914/suppl/GSM1321914_s6238_16C_expression_table.txt.gz
GSM1321915	s6240_16C	6240	TOM 06	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321915/suppl/GSM1321915_s6240_16C_expression_table.txt.gz
GSM1321916	s6242_10C	6242	Tomegap-2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321916/suppl/GSM1321916_s6242_10C_expression_table.txt.gz
GSM1321917	s6242_16C	6242	Tomegap-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321917/suppl/GSM1321917_s6242_16C_expression_table.txt.gz
GSM1321918	s6243_10C	6243	Tottarp-2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321918/suppl/GSM1321918_s6243_10C_expression_table.txt.gz
GSM1321919	s6243_16C	6243	Tottarp-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321919/suppl/GSM1321919_s6243_16C_expression_table.txt.gz
GSM1321920	s6244_10C	6244	TRÄ 01	10C	whole rosette	9-leaf stage	AT1G11560	1.33333333333	0.0012003132311	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321920/suppl/GSM1321920_s6244_10C_expression_table.txt.gz
GSM1321921	s6244_16C	6244	TRÄ 01	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321921/suppl/GSM1321921_s6244_16C_expression_table.txt.gz
GSM1321922	s6252_10C	6252	TV-4	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321922/suppl/GSM1321922_s6252_10C_expression_table.txt.gz
GSM1321923	s6252_16C	6252	TV-4	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000250180788644	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321923/suppl/GSM1321923_s6252_16C_expression_table.txt.gz
GSM1321924	s6258_10C	6258	TV-10	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321924/suppl/GSM1321924_s6258_10C_expression_table.txt.gz
GSM1321925	s6258_16C	6258	TV-10	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321925/suppl/GSM1321925_s6258_16C_expression_table.txt.gz
GSM1321926	s6276_10C	6276	TV-30	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321926/suppl/GSM1321926_s6276_10C_expression_table.txt.gz
GSM1321927	s6276_16C	6276	TV-30	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321927/suppl/GSM1321927_s6276_16C_expression_table.txt.gz
GSM1321928	s6413_10C	6413	Ull3-4	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321928/suppl/GSM1321928_s6413_10C_expression_table.txt.gz
GSM1321929	s6413_16C	6413	Ull3-4	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321929/suppl/GSM1321929_s6413_16C_expression_table.txt.gz
GSM1321930	s6901_10C	6901	Bil-7	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321930/suppl/GSM1321930_s6901_10C_expression_table.txt.gz
GSM1321931	s6901_16C	6901	Bil-7	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000319630910579	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321931/suppl/GSM1321931_s6901_16C_expression_table.txt.gz
GSM1321932	s6909_10C	6909	Col-0	10C	whole rosette	9-leaf stage	AT1G11560	0.142857142857	7.73059065595e-05	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321932/suppl/GSM1321932_s6909_10C_expression_table.txt.gz
GSM1321933	s6909_16C	6909	Col-0	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321933/suppl/GSM1321933_s6909_16C_expression_table.txt.gz
GSM1321934	s6913_10C	6913	Eden-2	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000244432735367	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321934/suppl/GSM1321934_s6913_10C_expression_table.txt.gz
GSM1321935	s6913_16C	6913	Eden-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321935/suppl/GSM1321935_s6913_16C_expression_table.txt.gz
GSM1321936	s6917_10C	6917	Fäb-2	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000100785746258	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321936/suppl/GSM1321936_s6917_10C_expression_table.txt.gz
GSM1321937	s6917_16C	6917	Fäb-2	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000361402770194	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321937/suppl/GSM1321937_s6917_16C_expression_table.txt.gz
GSM1321938	s6973_10C	6973	Ull2-3	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321938/suppl/GSM1321938_s6973_10C_expression_table.txt.gz
GSM1321939	s6973_16C	6973	Ull2-3	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321939/suppl/GSM1321939_s6973_16C_expression_table.txt.gz
GSM1321940	s6974_10C	6974	Ull2-5	10C	whole rosette	9-leaf stage	AT1G11560	1.66666666667	0.000446520830606	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321940/suppl/GSM1321940_s6974_10C_expression_table.txt.gz
GSM1321941	s6974_16C	6974	Ull2-5	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000209320935673	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321941/suppl/GSM1321941_s6974_16C_expression_table.txt.gz
GSM1321942	s7516_10C	7516	Vår2-1	10C	whole rosette	9-leaf stage	AT1G11560	0.666666666667	0.000169394610862	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321942/suppl/GSM1321942_s7516_10C_expression_table.txt.gz
GSM1321943	s7516_16C	7516	Vår2-1	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000294050746536	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321943/suppl/GSM1321943_s7516_16C_expression_table.txt.gz
GSM1321944	s7517_16C	7517	Vår2-6	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321944/suppl/GSM1321944_s7517_16C_expression_table.txt.gz
GSM1321945	s7517_10C	7517	Vår2-6	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321945/suppl/GSM1321945_s7517_10C_expression_table.txt.gz
GSM1321946	s7519_10C	7519	ÖMö2-3	10C	whole rosette	9-leaf stage	AT1G11560	0.666666666667	0.000318107676883	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321946/suppl/GSM1321946_s7519_10C_expression_table.txt.gz
GSM1321947	s7519_16C	7519	ÖMö2-3	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.000187981287998	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321947/suppl/GSM1321947_s7519_16C_expression_table.txt.gz
GSM1321948	s8222_10C	8222	Lis-2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321948/suppl/GSM1321948_s8222_10C_expression_table.txt.gz
GSM1321949	s8222_16C	8222	Lis-2	16C	whole rosette	9-leaf stage	AT1G11560	0.666666666667	0.000208864822509	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321949/suppl/GSM1321949_s8222_16C_expression_table.txt.gz
GSM1321950	s8227_10C	8227	THÖ 03	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321950/suppl/GSM1321950_s8227_10C_expression_table.txt.gz
GSM1321951	s8227_16C	8227	THÖ 03	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321951/suppl/GSM1321951_s8227_16C_expression_table.txt.gz
GSM1321952	s8230_16C	8230	Algutsrum	16C	whole rosette	9-leaf stage	AT1G11560	2.0	0.00107743418883	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321952/suppl/GSM1321952_s8230_16C_expression_table.txt.gz
GSM1321953	s8234_10C	8234	Gul1-2	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321953/suppl/GSM1321953_s8234_10C_expression_table.txt.gz
GSM1321954	s8234_16C	8234	Gul1-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321954/suppl/GSM1321954_s8234_16C_expression_table.txt.gz
GSM1321955	s8237_10C	8237	Kävlinge-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321955/suppl/GSM1321955_s8237_10C_expression_table.txt.gz
GSM1321956	s8237_16C	8237	Kävlinge-1	16C	whole rosette	9-leaf stage	AT1G11560	1.0	0.000385412007517	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321956/suppl/GSM1321956_s8237_16C_expression_table.txt.gz
GSM1321957	s8240_10C	8240	Kulturen-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321957/suppl/GSM1321957_s8240_10C_expression_table.txt.gz
GSM1321958	s8240_16C	8240	Kulturen-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321958/suppl/GSM1321958_s8240_16C_expression_table.txt.gz
GSM1321959	s8241_10C	8241	Liarum	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321959/suppl/GSM1321959_s8241_10C_expression_table.txt.gz
GSM1321960	s8241_16C	8241	Liarum	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321960/suppl/GSM1321960_s8241_16C_expression_table.txt.gz
GSM1321961	s8242_10C	8242	Lillö-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321961/suppl/GSM1321961_s8242_10C_expression_table.txt.gz
GSM1321962	s8242_16C	8242	Lillö-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321962/suppl/GSM1321962_s8242_16C_expression_table.txt.gz
GSM1321963	s8247_16C	8247	San-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321963/suppl/GSM1321963_s8247_16C_expression_table.txt.gz
GSM1321964	s8247_10C	8247	San-2	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000149433082713	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321964/suppl/GSM1321964_s8247_10C_expression_table.txt.gz
GSM1321965	s8249_10C	8249	Vimmerby	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000171693000371	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321965/suppl/GSM1321965_s8249_10C_expression_table.txt.gz
GSM1321966	s8249_16C	8249	Vimmerby	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321966/suppl/GSM1321966_s8249_16C_expression_table.txt.gz
GSM1321967	s8256_10C	8256	Bå1-2	10C	whole rosette	9-leaf stage	AT1G11560	0.25	7.23826065692e-05	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321967/suppl/GSM1321967_s8256_10C_expression_table.txt.gz
GSM1321968	s8256_16C	8256	Bå1-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321968/suppl/GSM1321968_s8256_16C_expression_table.txt.gz
GSM1321969	s8258_10C	8258	Bå4-1	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000173957272675	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321969/suppl/GSM1321969_s8258_10C_expression_table.txt.gz
GSM1321970	s8258_16C	8258	Bå4-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321970/suppl/GSM1321970_s8258_16C_expression_table.txt.gz
GSM1321971	s8259_10C	8259	Bå5-1	10C	whole rosette	9-leaf stage	AT1G11560	0.333333333333	0.000128213346878	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321971/suppl/GSM1321971_s8259_10C_expression_table.txt.gz
GSM1321972	s8259_16C	8259	Bå5-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321972/suppl/GSM1321972_s8259_16C_expression_table.txt.gz
GSM1321973	s8283_10C	8283	Dra3-1	10C	whole rosette	9-leaf stage	AT1G11560	0.5	0.00020506457706	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321973/suppl/GSM1321973_s8283_10C_expression_table.txt.gz
GSM1321974	s8283_16C	8283	Dra3-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321974/suppl/GSM1321974_s8283_16C_expression_table.txt.gz
GSM1321975	s8326_10C	8326	Lis-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321975/suppl/GSM1321975_s8326_10C_expression_table.txt.gz
GSM1321976	s8326_16C	8326	Lis-1	16C	whole rosette	9-leaf stage	AT1G11560	19.0	0.00226901967504	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321976/suppl/GSM1321976_s8326_16C_expression_table.txt.gz
GSM1321977	s8334_10C	8334	Lu-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321977/suppl/GSM1321977_s8334_10C_expression_table.txt.gz
GSM1321978	s8334_16C	8334	Lu-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321978/suppl/GSM1321978_s8334_16C_expression_table.txt.gz
GSM1321979	s8335_16C	8335	Lund	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321979/suppl/GSM1321979_s8335_16C_expression_table.txt.gz
GSM1321980	s8335_10C	8335	Lund	10C	whole rosette	9-leaf stage	AT1G11560	0.666666666667	0.000212745033746	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321980/suppl/GSM1321980_s8335_10C_expression_table.txt.gz
GSM1321981	s8351_10C	8351	Ost-0	10C	whole rosette	9-leaf stage	AT1G11560	0.666666666667	0.000254997336763	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321981/suppl/GSM1321981_s8351_10C_expression_table.txt.gz
GSM1321982	s8351_16C	8351	Ost-0	16C	whole rosette	9-leaf stage	AT1G11560	0.5	0.00013722046358	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321982/suppl/GSM1321982_s8351_16C_expression_table.txt.gz
GSM1321983	s8369_16C	8369	Rev-1	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321983/suppl/GSM1321983_s8369_16C_expression_table.txt.gz
GSM1321984	s8369_10C	8369	Rev-1	10C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321984/suppl/GSM1321984_s8369_10C_expression_table.txt.gz
GSM1321985	s8376_10C	8376	Sanna-2	10C	whole rosette	9-leaf stage	AT1G11560	0.666666666667	0.000265446401489	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321985/suppl/GSM1321985_s8376_10C_expression_table.txt.gz
GSM1321986	s8376_16C	8376	Sanna-2	16C	whole rosette	9-leaf stage	AT1G11560	0.0	0.0	https://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1321nnn/GSM1321986/suppl/GSM1321986_s8376_16C_expression_table.txt.gz
