accession_id	accession_name	environment	phenotype_value
7013	Bd-0	FT16	38.75
7014	Ba-1	FT16	74
7025	Bl-1	FT16	52.66666667
7026	Boot-1	FT16	45.5
7028	Bch-1	FT16	40.25
7031	Bsch-0	FT16	47.25
7033	Buckhorn Pass	FT16	76
7036	Bu-0	FT16	50.5
7058	Bur-0	FT16	66
7061	Cal-0	FT16	64
7062	Ca-0	FT16	38.25
7063	Can-0	FT16	51
7064	Cnt-1	FT16	66.66666667
7067	Ct-1	FT16	42.25
7068	Cerv-1	FT16	56
7071	Chat-1	FT16	45
7072	Chi-0	FT16	62
7077	Co-1	FT16	44.33333333
7081	Co	FT16	42.5
7092	Com-1	FT16	54.25
7094	Da-0	FT16	43.25
7096	Di-G	FT16	40.25
7098	Di-1	FT16	45.5
7102	Do-0	FT16	71
7103	Dra-0	FT16	36.75
7106	Dr-0	FT16	44.5
7107	Durh-1	FT16	50.75
7109	Ema-1	FT16	45.75
7117	El-0	FT16	36.5
7119	En-2	FT16	41
7120	En-D	FT16	42.75
7123	Ep-0	FT16	41
7125	Er-0	FT16	42.75
7126	Es-0	FT16	97.25
7127	Est	FT16	45.5
7130	Et-0	FT16	78.25
7133	Fr-2	FT16	46.25
7138	Fi-0	FT16	68.5
7143	Gel-1	FT16	44.5
7147	Gie-0	FT16	52.66666667
7148	Gifu-2	FT16	66
7158	Gr-5	FT16	47.75
7160	Gre-0	FT16	66.5
7161	Gd-1	FT16	39.33333333
7162	Hs-0	FT16	42.75
7163	Ha-0	FT16	44
7164	Hau-0	FT16	59.25
7165	Hn-0	FT16	43.5
7166	Hey-1	FT16	50.75
7169	Hh-0	FT16	78.25
7177	Jm-0	FT16	45.25
7181	Je-0	FT16	97
7186	Kn-0	FT16	49.75
7192	Kil-0	FT16	42
7199	Kl-5	FT16	37
7202	Kb-0	FT16	40.75
7203	Krot-0	FT16	44.5
7206	Kro-0	FT16	40.25
7207	Kyoto	FT16	49.75
7208	Lan-0	FT16	46
7209	La-0	FT16	45.25
7213	Ler-0	FT16	40
7217	Lm-2	FT16	38
7218	Le-0	FT16	51.25
7223	Li-2:1	FT16	54.75
7231	Li-7	FT16	45.33333333
7236	Litva	FT16	47.5
7244	Mnz-0	FT16	46
7248	Mv-0	FT16	66.66666667
7250	Me-0	FT16	37.75
7252	Mc-0	FT16	96.66666667
7255	Mh-0	FT16	47.33333333
7258	Nw-0	FT16	43.5
7263	Nz-1	FT16	41.66666667
7268	Np-0	FT16	43.66666667
7273	No-0	FT16	43.66666667
7276	Ob-0	FT16	49.25
7280	Old-1	FT16	46.5
7282	Or-0	FT16	37.5
7287	Ove-0	FT16	48.25
7288	Oy-0	FT16	70.25
7296	Petergof	FT16	62.5
7298	Pi-0	FT16	53.25
7305	Pt-0	FT16	51.5
7306	Pog-0	FT16	49.75
7307	Pn-0	FT16	72.33333333
7308	Po-0	FT16	54.5
7314	Ragl-1	FT16	42.25
7316	Rhen-1	FT16	89.25
7319	Rome-1	FT16	52.75
7320	Rou-0	FT16	74.5
7322	Rsch-4	FT16	51.75
7323	Rubezhnoe-1	FT16	64.25
7327	Sf-1	FT16	53.5
7328	Sf-2	FT16	51.33333333
7329	Santa Clara	FT16	42
7330	Sapporo-0	FT16	49
7332	Seattle-0	FT16	43.5
7333	Sei-0	FT16	39.75
7337	Si-0	FT16	47.5
7342	Su-0	FT16	65
7343	Sp-0	FT16	51.25
7344	Sg-1	FT16	47.66666667
7346	Sten-0	FT16	58.66666667
7347	Stw-0	FT16	47
7349	Ta-0	FT16	52.75
7350	Tac-0	FT16	52
7351	Ty-0	FT16	72.66666667
7353	Tha-1	FT16	70.5
7354	Ting-1	FT16	108.3333333
7355	Tiv-1	FT16	80.75
7356	Tol-0	FT16	64.33333333
7372	Tscha-1	FT16	54.5
7373	Tsu-0	FT16	54.75
7377	Tul-0	FT16	59.75
7378	Uk-1	FT16	52
7382	Utrecht	FT16	40
7383	Van-0	FT16	38
7384	Ven-1	FT16	65.75
7387	Vind-1	FT16	41.25
7394	Wa-1	FT16	41.75
7396	Ws-0.2	FT16	51.5
7404	Wc-1	FT16	41.33333333
7411	Wl-0	FT16	54
7413	Wil-2	FT16	48
7415	Wu-0	FT16	45.25
7416	Yo-0	FT16	78.66666667
7418	Zu-1	FT16	46.25
7419	Db-1	FT16	43.25
7424	Jl-3	FT16	35.5
7427	Ko-2	FT16	91.5
7430	Nc-1	FT16	42.25
7438	N13	FT16	65
7458	Ber	FT16	52
7460	Da(1)-12	FT16	37
7461	H55	FT16	48.75
7471	RLD-1	FT16	34
7477	WAR	FT16	52.25
7514	RRS-7	FT16	57.33333333
7515	RRS-10	FT16	73.5
7516	Vår2-1	FT16	117
7517	Vår2-6	FT16	113.75
7518	ÖMö2-1	FT16	80.66666667
7519	ÖMö2-3	FT16	89.66666667
7520	Lp2-2	FT16	48.75
7521	Lp2-6	FT16	54
7522	Mr-0	FT16	79.25
7523	Pna-17	FT16	68.75
7524	Rmx-A02	FT16	40.75
7525	Rmx-A180	FT16	41.75
7526	Pna-10	FT16	71
763	Kar-1	FT16	39
765	Sus-1	FT16	36.66666667
766	Dja-1	FT16	41.75
768	Zal-1	FT16	78.25
770	Kyr-1	FT16	72.25
7717	KNO1.37	FT16	76.25
772	Neo-6	FT16	43.5
7917	PNA3.10	FT16	68.75
7947	PNA3.40	FT16	81.5
801	KYC-33	FT16	88.25
8077	PT2.21	FT16	57.75
8132	RMX3.22	FT16	67.33333333
8213	Pro-0	FT16	36
8214	Gy-0	FT16	54.5
8222	Lis-2	FT16	93.25
8230	Algutsrum	FT16	103
8231	Brö1-6	FT16	108.6666667
8233	Dem-4	FT16	69.25
8234	Gul1-2	FT16	92.75
8235	Hod	FT16	68.75
8236	HSm	FT16	64.66666667
8237	Kävlinge-1	FT16	98.75
8238	Kent	FT16	52.25
8239	PHW-3	FT16	42.5
8240	Kulturen-1	FT16	83
8241	Liarum	FT16	66.25
8242	Lillö-1	FT16	132
8243	PHW-2	FT16	68.25
8244	PHW-34	FT16	58.5
8246	NC-6	FT16	76.5
8247	San-2	FT16	94.66666667
8249	Vimmerby	FT16	88
8256	Bå1-2	FT16	45.25
8259	Bå5-1	FT16	65.5
8264	Bla-1	FT16	63.5
8275	Cen-0	FT16	57
8283	Dra3-1	FT16	82.66666667
8284	DraII-1	FT16	76
8285	DraIII-1	FT16	51.66666667
8290	En-1	FT16	44.25
8297	Ge-0	FT16	79
8304	Hi-0	FT16	34.25
8306	Hov4-1	FT16	95
8307	Hovdala-6	FT16	64.25
8311	In-0	FT16	59.25
8312	Is-0	FT16	52
8314	Ka-0	FT16	42.33333333
8325	Lip-0	FT16	64.33333333
8326	Lis-1	FT16	58
8334	Lu-1	FT16	54
8335	Lund	FT16	92.25
8337	Mir-0	FT16	72.5
8343	Na-1	FT16	59.75
8351	Ost-0	FT16	97.5
8353	Pa-1	FT16	35.25
8354	Per-1	FT16	58.75
8357	Pla-0	FT16	55.5
8365	Rak-2	FT16	39.5
8366	Rd-0	FT16	62.75
8369	Rev-1	FT16	94.66666667
8376	Sanna-2	FT16	104
8378	Sap-0	FT16	50.33333333
8386	Sr:5	FT16	49
8387	St-0	FT16	48.33333333
8395	Tu-0	FT16	54.25
8419	Wil-1	FT16	58.75
8420	Kelsterbach-4	FT16	47.5
8422	Fjä1-1	FT16	116.25
8423	Hov2-1	FT16	69.75
8424	Kas-2	FT16	80
8424	Kas-2	FT16	75.5
8426	Ull1-1	FT16	40.25
8428	Uod-2	FT16	41.5
8430	Lisse	FT16	78
8472	LP3413.41	FT16	40.5
8584	328ME059	FT16	74.75
870	MIC-31	FT16	62.25
88	CYR	FT16	50.5
9045	RMXF413.15	FT16	78
9057	Vinslöv	FT16	67.5
9058	Västervik	FT16	123
9061	Dog-5	FT16	102.6666667
9063	Dog-7	FT16	98.75
9064	Dog-8	FT16	107.6666667
9066	Xan-2	FT16	101
9067	Xan-3	FT16	130
9069	Xan-5	FT16	90.75
9070	Xan-6	FT16	88.5
9073	Lerik1-2	FT16	101.5
9075	Lerik1-4	FT16	98.25
9078	Lerik1-7	FT16	104.25
9079	Lerik2-1	FT16	102
9081	Lerik2-3	FT16	99.66666667
9082	Lerik2-4	FT16	100.3333333
9084	Lerik2-6	FT16	114.25
9085	Lerik2-7	FT16	101
9089	Nar-3	FT16	125.5
9090	Nar-4	FT16	122
9091	Nar-5	FT16	97.5
9094	Istisu-4	FT16	91
9095	Istisu-5	FT16	113.3333333
9096	Istisu-6	FT16	121.3333333
9098	Istisu-8	FT16	99.5
9099	Istisu-9	FT16	112.6666667
9100	Lag1-2	FT16	74
9102	Lag1-4	FT16	80.75
9103	Lag1-5	FT16	82.75
9104	Lag1-6	FT16	60
9105	Lag1-7	FT16	78.75
9106	Lag1-8	FT16	87.5
9111	Lag2-4	FT16	89.25
9113	Lag2-6	FT16	70.25
9114	Lag2-7	FT16	100.5
9115	Lag2-10	FT16	71.75
9119	Bak-3	FT16	110
9120	Bak-4	FT16	125
9121	Bak-5	FT16	102
9124	Bak-9	FT16	118.25
9125	Geg-14	FT16	69.25
9128	Yeg-2	FT16	61
9130	Yeg-4	FT16	63.25
9131	Yeg-5	FT16	63.5
9133	Yeg-7	FT16	68
9134	Yeg-8	FT16	64.5
915	LIN S-5	FT16	43.5
9298	Edi-1	FT16	45.5
9312	Ullapool-8	FT16	57.5
9314	Gol-2	FT16	60
932	CHA-41	FT16	68.75
9321	Ådal 1	FT16	140
9323	Ådal 3	FT16	80.75
9332	Bar 1	FT16	129
9336	Bön 1	FT16	66.75
9339	Böt 1	FT16	116.5
9343	Dju-1	FT16	88
9352	Död 2	FT16	134.3333333
9353	Död 3	FT16	134
9356	Eden 17	FT16	118
9369	EkS 2	FT16	71.25
9371	FäL 1	FT16	145
9380	FlyA 3	FT16	98.25
9382	Fri 2	FT16	110.6666667
9383	Fri 3	FT16	103
9386	Grön 12	FT16	107.75
9388	Grön 14	FT16	137
9390	Hadd-1	FT16	55
9391	Hadd-2	FT16	64.5
9392	Hadd-3	FT16	59
9394	Hag-2	FT16	110.5
9395	Hal-1	FT16	118.25
9399	Hamm-1	FT16	91
9402	Hel-3	FT16	78.75
9404	HolA-1 1	FT16	78.75
9405	HolA-1 2	FT16	95.5
9407	HolA-2 2	FT16	75
9408	Kal 1	FT16	124
9409	Kia 1	FT16	119.25
9412	Kor 3	FT16	64
9413	Kor 4	FT16	75
9416	Kru-3	FT16	129
9421	Lan 1	FT16	103
9427	Näs 2	FT16	119.5
9433	Nyl 13	FT16	137
9434	Öde 2	FT16	102.25
9436	Puk-1	FT16	77.5
9437	Puk-2	FT16	90
9442	Sim-1	FT16	113.25
9450	Spro 1	FT16	78.5
9451	Spro 2	FT16	113.6666667
9452	Spro 3	FT16	103
9453	Stenk-2	FT16	129.5
9454	Stenk-3	FT16	138
9455	Stenk-4	FT16	102.75
9470	Tur-4	FT16	90.5
9476	VårA 1	FT16	126.3333333
9481	Yst-1	FT16	121
9503	11C1	FT16	53.5
9506	IP-Alo-0	FT16	69
9507	IP-Coa-0	FT16	46.66666667
9508	IP-Mos-1	FT16	60.66666667
9509	IP-Reg-0	FT16	59
9510	IP-Rei-0	FT16	55.75
9511	IP-Vav-0	FT16	55
9512	IP-Vid-1	FT16	40.25
9513	IP-Adc-5	FT16	63.33333333
9514	IP-Adm-0	FT16	83.33333333
9515	IP-Ala-0	FT16	51.25
9516	IP-Ali-1	FT16	58.66666667
9517	IP-All-0	FT16	35.75
9518	IP-Alm-0	FT16	87.5
9519	IP-Ang-0	FT16	64.5
9520	IP-Ara-4	FT16	120.5
9521	IP-Bar-1	FT16	68
9522	IP-Bea-0	FT16	60.33333333
9523	IP-Ben-0	FT16	84.66666667
9524	IP-Ber-0	FT16	99.66666667
9525	IP-Bis-0	FT16	81.25
9526	IP-Cab-3	FT16	56.33333333
9527	IP-Cad-0	FT16	76.5
9528	IP-Cal-0	FT16	89.5
9529	IP-Cap-1	FT16	63
9530	IP-Car-1	FT16	123
9531	IP-Cdc-3	FT16	92
9532	IP-Cdo-0	FT16	108.6666667
9533	IP-Cem-0	FT16	79
9534	IP-Cmo-3	FT16	65.66666667
9535	IP-Coc-1	FT16	89
9536	IP-Cor-0	FT16	103
9537	IP-Cum-1	FT16	56
9538	IP-Cur-4	FT16	98
9539	IP-Deh-1	FT16	91.25
9540	IP-Elb-0	FT16	88.25
9541	IP-Fue-2	FT16	61.5
9542	IP-Fun-0	FT16	107.25
9543	IP-Gra-0	FT16	89.66666667
9544	IP-Gua-1	FT16	53.5
9545	IP-Her-12	FT16	101
9547	IP-Hor-0	FT16	70
9549	IP-Hum-2	FT16	106.6666667
9550	IP-Iso-4	FT16	132
9551	IP-Jim-1	FT16	123
9553	IP-Ldd-0	FT16	106
9554	IP-Lso-0	FT16	104.25
9555	IP-Mar-1	FT16	100
9556	IP-Men-2	FT16	65
9557	IP-Moa-0	FT16	112
9558	IP-Moc-11	FT16	114.6666667
9559	IP-Mon-5	FT16	66.5
9560	IP-Mot-0	FT16	53.75
9561	IP-Mun-0	FT16	92
9562	IP-Mur-0	FT16	83.5
9563	IP-Nav-0	FT16	73.33333333
9565	IP-Orb-10	FT16	72.33333333
9566	IP-Oso-0	FT16	134
9567	IP-Pal-0	FT16	103.5
9568	IP-Pan-0	FT16	109.5
9569	IP-Pds-1	FT16	96.5
9570	IP-Pob-0	FT16	104.6666667
9571	IP-Pro-0	FT16	35.25
9572	IP-Pue-0	FT16	92.5
9573	IP-Rds-0	FT16	60
9575	IP-Ren-6	FT16	136
9576	IP-Rev-0	FT16	106.5
9577	IP-Ria-0	FT16	123.5
9578	IP-Sac-0	FT16	59.25
9579	IP-San-10	FT16	79.25
9580	IP-Scm-0	FT16	71
9581	IP-Sdv-3	FT16	118.5
9582	IP-Ses-0	FT16	93.75
9583	IP-Sne-0	FT16	89.5
9584	IP-Stp-0	FT16	85.5
9585	IP-Svi-0	FT16	32
9587	IP-Tdc-0	FT16	101.75
9588	IP-Tol-7	FT16	79.33333333
9589	IP-Tor-1	FT16	77.33333333
9590	IP-Trs-0	FT16	50.5
9591	IP-Vad-0	FT16	46
9592	IP-Vae-2	FT16	100
9593	IP-Vaz-0	FT16	109
9594	IP-Vdm-0	FT16	110.6666667
9595	IP-Vdt-0	FT16	66.75
9596	IP-Ver-5	FT16	61
9597	IP-Vig-1	FT16	60.66666667
9598	IP-Vim-0	FT16	91
9599	IP-Vin-0	FT16	90.25
9600	IP-Vis-0	FT16	73
9601	IP-Voz-0	FT16	77
9602	IP-Vpa-1	FT16	75.33333333
9603	IP-Vpe-3	FT16	98
9604	IP-Yan-1	FT16	134.6666667
9605	IP-Zar-0	FT16	115.5
9606	Aitba-1	FT16	41
9607	Panik-1	FT16	107.6666667
9608	Karag-2	FT16	45.25
9609	Adam-1	FT16	51
9610	Lesno-4	FT16	69.5
9611	Lesno-1	FT16	68
9612	Lesno-2	FT16	71.5
9613	Balan-1	FT16	71.66666667
9614	Kurga-3	FT16	86.75
9615	Parti-1	FT16	86
9616	Krazo-1	FT16	110.75
9617	Karag-1	FT16	66
9618	Kurga-2	FT16	85.5
9619	Basta-1	FT16	83
9620	Basta-2	FT16	74.33333333
9621	Basta-3	FT16	90.5
9622	Bijisk-4	FT16	81.66666667
9623	Chaba-1	FT16	72
9624	Chaba-2	FT16	74.33333333
9625	Kolyv-2	FT16	101.5
9626	Kolyv-3	FT16	70.25
9627	Kolyv-5	FT16	88.25
9628	Kolyv-6	FT16	69.25
9629	K-oze-1	FT16	74.66666667
9630	K-oze-3	FT16	79.5
9631	Lebja-1	FT16	140
9632	Lebja-2	FT16	90.33333333
9633	Lebja-4	FT16	77
9634	Masl-1	FT16	98
9635	Nosov-1	FT16	84.66666667
9636	Noveg-1	FT16	141
9637	Noveg-2	FT16	82.5
9638	Noveg-3	FT16	87.66666667
9639	Panke-1	FT16	73.25
9640	Rakit-1	FT16	80.75
9641	Rakit-2	FT16	87.66666667
9642	Rakit-3	FT16	86
9643	Sever-1	FT16	79
9644	Zupan-1	FT16	69
9645	Gradi-1	FT16	66.25
9646	Aiell-1	FT16	55.25
9647	Basen-1	FT16	55
9648	Bisig-1	FT16	61
9649	Bivio-1	FT16	67.25
9650	Corig-1	FT16	95
9651	Filet-1	FT16	49.66666667
9652	Fondi-1	FT16	62.5
9653	Giffo-1	FT16	52.5
9654	Liri-1	FT16	59
9655	Marce-1	FT16	71.66666667
9656	Marti-1	FT16	89
9657	Melic-1	FT16	48
9658	Nicas-1	FT16	66.5
9659	Pigna-1	FT16	66.66666667
9660	Sarno-1	FT16	40
9661	Cimin-1	FT16	42
9662	Stilo-1	FT16	70.33333333
9663	Teano-1	FT16	69.33333333
9664	Mitterberg-1-179	FT16	109.6666667
9665	Mitterberg-1-180	FT16	86.66666667
9666	Mitterberg-1-182	FT16	112
9667	Mitterberg-1-183	FT16	107
9668	Mitterberg-2-184	FT16	79.5
9669	Mitterberg-2-185	FT16	86
9670	Mitterberg-2-186	FT16	112.5
9671	Mitterberg-3-187	FT16	95
9672	Mitterberg-3-188	FT16	90.5
9673	Mitterberg-3-189	FT16	99.66666667
9674	Mitterberg-4-190	FT16	85
9675	Mitterberg-4-191	FT16	117
9676	Mitterberg-4-192	FT16	89
9677	Mitterberg-4-193	FT16	110.5
9678	Mitterberg-4-194	FT16	87
9679	Castelfed-1-195	FT16	79.75
9680	Castelfed-1-196	FT16	59.33333333
9681	Castelfed-1-197	FT16	92.25
9682	Castelfed-1-198	FT16	74.75
9683	Castelfed-1-199	FT16	71.75
9684	Castelfed-2-200	FT16	89.5
9685	Castelfed-2-201	FT16	89.75
9686	Castelfed-2-202	FT16	88
9687	Castelfed-2-203	FT16	83.33333333
9688	Castelfed-2-204	FT16	74
9689	Castelfed-3-205	FT16	83
9690	Castelfed-3-206	FT16	81.66666667
9691	Castelfed-3-207	FT16	72.75
9692	Castelfed-3-208	FT16	70.75
9693	Castelfed-3-209	FT16	75
9694	Castelfed-4-210	FT16	74.25
9695	Castelfed-4-211	FT16	84.5
9696	Castelfed-4-214	FT16	76.75
9697	Dolen-1	FT16	63
9698	Goced-1	FT16	74.5
9699	Kolar-1	FT16	63.66666667
9700	Dolna-1-10	FT16	81
9701	Ivano-1	FT16	82
9702	Kolar-2	FT16	72.25
9703	Melni-1	FT16	69.75
9704	Melni-2	FT16	70.33333333
9705	Choto-1	FT16	67
9706	Dospa-1	FT16	78.66666667
9707	Podvi-1	FT16	72.75
9708	Kardz-1	FT16	85
9709	Zerev-1-34	FT16	73.5
9710	Zerev-1-35	FT16	83.25
9711	Dolna-1-39	FT16	82.5
9712	Dolna-1-40	FT16	78
9713	Stara-1	FT16	68.33333333
9714	Grivo-1	FT16	82.33333333
9715	Krepo-1	FT16	81
9716	Leska-1-44	FT16	122
9717	Kardz-2	FT16	93.33333333
9718	Smolj-1	FT16	79
9719	Koren-1	FT16	57.75
9720	Malak-1	FT16	104
9721	Schip-1	FT16	78
9722	Groch-1	FT16	108
9723	Slavi-2	FT16	68.5
9724	Leska-1-78	FT16	81.5
9725	Epidauros-1	FT16	56.5
9726	Faneronemi-3	FT16	56.5
9727	Olympia-2	FT16	43.5
9728	Stiav-1	FT16	77.75
9729	Stiav-2	FT16	79
9730	Bela-1	FT16	97
9731	Stiav-3	FT16	66
9732	Halca-1	FT16	88.25
9733	Bela-2	FT16	83.75
9734	Bela-3	FT16	82.25
9735	Bela-4	FT16	74
9736	Teiu-2	FT16	81
9737	Ulies-1	FT16	63.66666667
9738	Bran-1	FT16	73.75
9739	Toc-1	FT16	68.5
9740	Mandr-1	FT16	87.5
9741	Orast-1	FT16	71.5
9742	Teiu-1	FT16	81.5
9743	Furni-1	FT16	75
9744	Iasi-1	FT16	63.33333333
9745	Sij 1/96	FT16	76
9746	Malii-1	FT16	99.75
9747	Zabar-1	FT16	94.66666667
9748	Zagub-1	FT16	86.25
9749	Knjas-1	FT16	63.75
9750	Sukov-1	FT16	73
9751	Ruma-1-25	FT16	84
9752	Brest-1	FT16	100.25
9753	Ruma-1-27	FT16	105.25
9755	Vajug-1	FT16	82
9756	Staro-2	FT16	73
9757	Staro-1	FT16	93
9758	Altai-5	FT16	73
9759	Anz-0	FT16	58.5
9760	Baz-0	FT16	38.25
9761	Bik-1	FT16	58
9762	Etna-2	FT16	72.75
9764	Qar-8a	FT16	62.75
9766	Westkar-4	FT16	39.5
9767	Had-1b	FT16	59.5
9768	Ru4-16	FT16	54.66666667
9769	HE-1	FT16	44.66666667
9770	KBG2-13	FT16	44.75
9771	Pfn-N2.2-6	FT16	44.25
9772	Hof-1	FT16	40.75
9773	Obn-1	FT16	51.75
9774	Alt-1	FT16	43
9775	Berg-1	FT16	44.25
9776	Fell3-7	FT16	57.5
9777	Gn-1	FT16	43.5
9778	Bach-7	FT16	49.25
9779	Bai-10	FT16	44.66666667
9780	Fell2-4	FT16	45.75
9781	Kus2-2	FT16	41.66666667
9782	Lu3-30	FT16	44.5
9783	Tu-PK-7	FT16	66.33333333
9784	Erg2-6	FT16	43.5
9785	Ha-HBT1-2	FT16	45.25
9786	Ha-P-13	FT16	40.25
9787	HI-4	FT16	49.33333333
9788	KBG1-14	FT16	38.33333333
9789	Obh-13	FT16	42.25
9790	Gn2-3	FT16	41.75
9791	Haes-1	FT16	38.33333333
9792	Lu4-2	FT16	42.75
9793	Ru-N2	FT16	63.33333333
9794	Tu-B1-2	FT16	44.5
9795	Wank-2	FT16	38.25
9796	Bach2-1	FT16	46
9797	Ha-HBT2-10	FT16	46.5
9798	Ha-P2-1	FT16	44.66666667
9799	Hart-2	FT16	50.5
9800	Ha-S-B	FT16	42.5
9801	Ha-SP-2	FT16	36.33333333
9802	Kus3-1	FT16	42.75
9803	Muh-2	FT16	41.25
9804	Obe1-15	FT16	45.75
9805	Pfn-10	FT16	53
9806	Ru-2	FT16	43
9807	Schl-7	FT16	43
9808	Tu-B2-3	FT16	53
9809	Tu-KB-6	FT16	51.25
9810	Tu-KS-7	FT16	42.25
9811	Tu-NK-12	FT16	45
9812	Tu-W1	FT16	45.75
9813	BI-4	FT16	45.5
9814	Fell1-10	FT16	48.33333333
9815	Ha-HBT3-11	FT16	48
9816	Tu-WH	FT16	39
9817	IP-Ace-0	FT16	63.75
9818	IP-Aln-30	FT16	70.75
9819	IP-Amu-0	FT16	98.5
9820	IP-Are-0	FT16	55.75
9821	IP-Aru-0	FT16	72.25
9822	IP-Aul-0	FT16	62.33333333
9823	IP-Bae-0	FT16	42
9824	IP-Bes-5	FT16	143
9825	IP-Boa-0	FT16	63.5
9826	IP-Bor-0	FT16	73
9827	IP-Bos-0	FT16	60
9828	IP-Bra-0	FT16	78.75
9829	IP-Bur-0	FT16	83
9830	IP-Bus-0	FT16	51.25
9831	IP-Cas-0	FT16	88.25
9832	IP-Cat-0	FT16	90.33333333
9833	IP-Cha-0	FT16	65.66666667
9834	IP-Cho-0	FT16	63.75
9835	IP-Cir-0	FT16	69.75
9836	IP-Cod-0	FT16	128.5
9837	IP-Con-0	FT16	64.25
9838	IP-Cot-0	FT16	67
9839	IP-Coy-0	FT16	115
9840	IP-Dar-0	FT16	120.5
9841	IP-Ees-0	FT16	68
9842	IP-Ele-0	FT16	77
9843	IP-Elp-0	FT16	58.66666667
9844	IP-Esn-2	FT16	84.25
9845	IP-Evs-0	FT16	65
9846	IP-Ezc-2	FT16	119.6666667
9847	IP-Fel-2	FT16	45
9848	IP-Glo-1	FT16	98
9849	IP-Gud-3	FT16	99.66666667
9850	IP-Hec-0	FT16	83
9851	IP-Hue-3	FT16	144
9852	IP-Ini-0	FT16	67.33333333
9853	IP-Lac-0	FT16	35.5
9854	IP-Laf-1	FT16	40.66666667
9855	IP-Lam-0	FT16	61.66666667
9856	IP-Lch-0	FT16	63.5
9857	IP-Leg-0	FT16	66.5
9858	IP-Loz-0	FT16	123.5
9859	IP-Lro-0	FT16	83
9860	IP-Lum-0	FT16	64.33333333
9861	IP-Mac-0	FT16	114.5
9862	IP-Mad-0	FT16	53.75
9863	IP-Man-0	FT16	39.25
9864	IP-Mat-0	FT16	57.25
9865	IP-Mdc-0	FT16	41.5
9866	IP-Mdd-0	FT16	118
9867	IP-Mie-1	FT16	101.6666667
9868	IP-Moe-0	FT16	68.66666667
9869	IP-Moj-0	FT16	80.75
9870	IP-Moz-0	FT16	111
9871	IP-Nac-0	FT16	117.6666667
9872	IP-Nag-0	FT16	106
9873	IP-Ndc-0	FT16	55.66666667
9874	IP-Oja-0	FT16	56.25
9875	IP-Ovi-1	FT16	44.75
9876	IP-Pad-0	FT16	74.75
9878	IP-Pee-0	FT16	116
9879	IP-Per-0	FT16	59.5
9880	IP-Pib-1	FT16	87.5
9881	IP-Pie-0	FT16	78.5
9882	IP-Pil-0	FT16	70.33333333
9883	IP-Piq-0	FT16	41.75
9884	IP-Pos-1	FT16	91
9885	IP-Prd-0	FT16	119
9886	IP-Pru-0	FT16	57
9887	IP-Pun-0	FT16	90.75
9888	IP-Pva-1	FT16	96.66666667
9890	IP-Rib-1	FT16	94.33333333
9892	IP-Sam-0	FT16	84.5
9893	IP-Sca-0	FT16	52.5
9894	IP-Sen-0	FT16	76.66666667
9895	IP-Sfb-6	FT16	71
9896	IP-Slc-3	FT16	95.66666667
9897	IP-Smt-1	FT16	81.5
9898	IP-Som-0	FT16	97.25
9899	IP-Tau-0	FT16	58
9900	IP-Tri-0	FT16	50
9901	IP-Urd-1	FT16	102.5
9902	IP-Usa-0	FT16	110.3333333
9903	IP-Val-0	FT16	108.75
9904	IP-Vas-0	FT16	114.6666667
9905	IP-Ven-0	FT16	95
9906	IP-Mah-6	FT16	80
9907	ENC-2-1	FT16	46.75
9908	ESP-1-11	FT16	46.5
9909	GEN-8	FT16	57
991	Ale-Stenar-41-1	FT16	106.75
9910	BRI-2	FT16	43.5
9911	ARGE-1-15	FT16	44.5
9913	CON-7	FT16	50.75
9914	IST-29	FT16	55.25
9915	MAR-4-16	FT16	75.5
9916	MOL-1	FT16	51.5
9917	RAD-21	FT16	54.25
9918	SAUL-24	FT16	90
9919	BRE-14	FT16	47
992	Ale-Stenar-44-4	FT16	100
9920	DIR-9	FT16	48.66666667
9921	FOR-23	FT16	48.25
9922	MIL-2	FT16	43.5
9923	PLO-1	FT16	50
9924	PLY-20	FT16	57
9925	RUM-20	FT16	79
9926	TRE-1	FT16	44.33333333
9927	ARR-17	FT16	73.25
9928	BEZ-9	FT16	77
9929	ISS-20	FT16	88
9930	LEC-25	FT16	68.66666667
9931	MOU2-25	FT16	42.33333333
9932	NOZ-6	FT16	76
9933	VED-10	FT16	49
9934	QUI-8	FT16	43
9935	BAU-15	FT16	73.75
9936	LCL-16	FT16	46.75
9937	CATS-6	FT16	47.75
9938	WAV-8	FT16	74
9939	Aitba-2	FT16	60.75
9940	Toufl-1	FT16	50
9941	Fei-0	FT16	42.5
9942	Agu-1	FT16	110.6666667
9943	Cdm-0	FT16	61.5
9944	Don-0	FT16	68
9945	Leo-1	FT16	110
9946	Mer-6	FT16	54.5
9947	Ped-0	FT16	125
9949	Qui-0	FT16	61.5
9950	Vie-0	FT16	86.25
9951	Kly-1	FT16	109.6666667
9952	Kly-4	FT16	104.3333333
9953	Koz-2	FT16	93.25
9954	Leb-3	FT16	104.75
9955	Stepn-2	FT16	73
9956	Stepn-1	FT16	61
9957	Borsk-2	FT16	85
9958	Shigu-1	FT16	76.5
9959	Shigu-2	FT16	78.75
9960	Kidr-1	FT16	66.66666667
9961	Krazo-2	FT16	81.5
9962	Galdo-1	FT16	71.75
9963	Lago-1	FT16	66.66666667
9964	Mammo-1	FT16	64.5
9965	Mammo-2	FT16	56
9966	Monte-1	FT16	80
9967	Moran-1	FT16	67.33333333
9968	Timpo-1	FT16	57.75
