run	biosample	sample_name	genotype_id	environment	replicate_flag	library_strategy	library_layout	platform	spots	bases	download_path
SRR11933271	SAMN15144861	CIMBL121_WS1	CIMBL121	WS1		RNA-Seq	PAIRED	ILLUMINA	49106331	2498888080	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933271/SRR11933271.lite.1
SRR11933270	SAMN15144862	CIMBL121_WS2	CIMBL121	WS2		RNA-Seq	PAIRED	ILLUMINA	20200505	905435610	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933270/SRR11933270.lite.1
SRR11933269	SAMN15144863	CIMBL121_WW	CIMBL121	WW		RNA-Seq	PAIRED	ILLUMINA	68290571	3476735210	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933269/SRR11933269.lite.1
SRR11933268	SAMN15144864	CIMBL122_WS1	CIMBL122	WS1		RNA-Seq	PAIRED	ILLUMINA	46722278	2379086253	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933268/SRR11933268.lite.1
SRR11933267	SAMN15144865	CIMBL122_WS2	CIMBL122	WS2		RNA-Seq	PAIRED	ILLUMINA	20758839	934241677	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933267/SRR11933267.lite.1
SRR11933266	SAMN15144866	CIMBL122_WW	CIMBL122	WW		RNA-Seq	PAIRED	ILLUMINA	31012141	1578522798	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933266/SRR11933266.lite.1
SRR11933265	SAMN15144867	CIMBL123_WS1	CIMBL123	WS1		RNA-Seq	PAIRED	ILLUMINA	54067992	2753228192	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933265/SRR11933265.lite.1
SRR11933264	SAMN15144868	CIMBL123_WS2	CIMBL123	WS2		RNA-Seq	PAIRED	ILLUMINA	19029817	858588285	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933264/SRR11933264.lite.1
SRR11933263	SAMN15144869	CIMBL123_WW	CIMBL123	WW		RNA-Seq	PAIRED	ILLUMINA	31060146	1581347076	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933263/SRR11933263.lite.1
SRR11933262	SAMN15144870	CIMBL125_WS1	CIMBL125	WS1		RNA-Seq	PAIRED	ILLUMINA	39775525	2025039272	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933262/SRR11933262.lite.1
SRR11933260	SAMN15144871	CIMBL125_WS2	CIMBL125	WS2		RNA-Seq	PAIRED	ILLUMINA	38465723	1959108146	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933260/SRR11933260.lite.1
SRR11933259	SAMN15144872	CIMBL125_WW	CIMBL125	WW		RNA-Seq	PAIRED	ILLUMINA	45844544	2332510781	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933259/SRR11933259.lite.1
SRR11933258	SAMN15144873	CIMBL127_WS1	CIMBL127	WS1		RNA-Seq	PAIRED	ILLUMINA	63001131	3207936208	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933258/SRR11933258.lite.1
SRR11933257	SAMN15144874	CIMBL127_WS2	CIMBL127	WS2		RNA-Seq	PAIRED	ILLUMINA	45236269	2300998367	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933257/SRR11933257.lite.1
SRR11933256	SAMN15144875	CIMBL127_WW	CIMBL127	WW		RNA-Seq	PAIRED	ILLUMINA	38536504	1961832729	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933256/SRR11933256.lite.1
SRR11933255	SAMN15144876	CIMBL129_WS1	CIMBL129	WS1		RNA-Seq	PAIRED	ILLUMINA	52080422	2651841379	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933255/SRR11933255.lite.1
SRR11933254	SAMN15144877	CIMBL129_WS2	CIMBL129	WS2		RNA-Seq	PAIRED	ILLUMINA	49127573	2502417066	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933254/SRR11933254.lite.1
SRR11933253	SAMN15144878	CIMBL129_WW	CIMBL129	WW		RNA-Seq	PAIRED	ILLUMINA	43709422	2222147024	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933253/SRR11933253.lite.1
SRR11933467	SAMN15144858	CIMBL12_WS1	CIMBL12	WS1		RNA-Seq	PAIRED	ILLUMINA	30445493	1549332230	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933467/SRR11933467.lite.1
SRR11933466	SAMN15144859	CIMBL12_WS2	CIMBL12	WS2		RNA-Seq	PAIRED	ILLUMINA	53140349	2704245052	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933466/SRR11933466.lite.1
SRR11933465	SAMN15144860	CIMBL12_WW	CIMBL12	WW		RNA-Seq	PAIRED	ILLUMINA	28790007	1465155093	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933465/SRR11933465.lite.1
SRR11933252	SAMN15144879	CIMBL133_WS1	CIMBL133	WS1		RNA-Seq	PAIRED	ILLUMINA	32780904	1607467646	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933252/SRR11933252.lite.1
SRR11933251	SAMN15144880	CIMBL133_WS1_REP	CIMBL133	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	62474259	3173697900	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933251/SRR11933251.lite.1
SRR11933249	SAMN15144881	CIMBL133_WS2	CIMBL133	WS2		RNA-Seq	PAIRED	ILLUMINA	54364524	2766083866	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933249/SRR11933249.lite.1
SRR11933049	SAMN15144882	CIMBL133_WS2_REP	CIMBL133	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	92001022	4678217813	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933049/SRR11933049.lite.1
SRR11933048	SAMN15144883	CIMBL133_WW	CIMBL133	WW		RNA-Seq	PAIRED	ILLUMINA	50321632	2504870169	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933048/SRR11933048.lite.1
SRR11933047	SAMN15144884	CIMBL133_WW_REP	CIMBL133	WW	REP	RNA-Seq	PAIRED	ILLUMINA	48478908	2462924234	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933047/SRR11933047.lite.1
SRR11933046	SAMN15144885	CIMBL139_WS1	CIMBL139	WS1		RNA-Seq	PAIRED	ILLUMINA	67770976	3284935143	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933046/SRR11933046.lite.1
SRR11933045	SAMN15144886	CIMBL139_WS2	CIMBL139	WS2		RNA-Seq	PAIRED	ILLUMINA	47531522	2369136611	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933045/SRR11933045.lite.1
SRR11933044	SAMN15144887	CIMBL141_WS1	CIMBL141	WS1		RNA-Seq	PAIRED	ILLUMINA	46109517	2346240737	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933044/SRR11933044.lite.1
SRR11933043	SAMN15144888	CIMBL141_WS2	CIMBL141	WS2		RNA-Seq	PAIRED	ILLUMINA	41873422	2132756807	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933043/SRR11933043.lite.1
SRR11933042	SAMN15144889	CIMBL141_WW	CIMBL141	WW		RNA-Seq	PAIRED	ILLUMINA	34838897	1774169482	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933042/SRR11933042.lite.1
SRR11933041	SAMN15144890	CIMBL142_WS1	CIMBL142	WS1		RNA-Seq	PAIRED	ILLUMINA	35150343	1788900383	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933041/SRR11933041.lite.1
SRR11933039	SAMN15144891	CIMBL142_WS2	CIMBL142	WS2		RNA-Seq	PAIRED	ILLUMINA	44283807	2255265090	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933039/SRR11933039.lite.1
SRR11933038	SAMN15144892	CIMBL142_WW	CIMBL142	WW		RNA-Seq	PAIRED	ILLUMINA	33359126	1697486633	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933038/SRR11933038.lite.1
SRR11933037	SAMN15144893	CIMBL143_WS1	CIMBL143	WS1		RNA-Seq	PAIRED	ILLUMINA	42646808	2171393660	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933037/SRR11933037.lite.1
SRR11933036	SAMN15144894	CIMBL143_WS2	CIMBL143	WS2		RNA-Seq	PAIRED	ILLUMINA	33530019	1707328706	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933036/SRR11933036.lite.1
SRR11933035	SAMN15144895	CIMBL143_WW	CIMBL143	WW		RNA-Seq	PAIRED	ILLUMINA	39490023	1967171600	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933035/SRR11933035.lite.1
SRR11933034	SAMN15144896	CIMBL144_WS1	CIMBL144	WS1		RNA-Seq	PAIRED	ILLUMINA	58809809	2986682450	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933034/SRR11933034.lite.1
SRR11933033	SAMN15144897	CIMBL144_WS2	CIMBL144	WS2		RNA-Seq	PAIRED	ILLUMINA	41447977	2111433200	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933033/SRR11933033.lite.1
SRR11933032	SAMN15144898	CIMBL144_WW	CIMBL144	WW		RNA-Seq	PAIRED	ILLUMINA	41785347	2127244075	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933032/SRR11933032.lite.1
SRR11933031	SAMN15144899	CIMBL145_WS2	CIMBL145	WS2		RNA-Seq	PAIRED	ILLUMINA	30274080	1531393253	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933031/SRR11933031.lite.1
SRR11933030	SAMN15144900	CIMBL145_WW	CIMBL145	WW		RNA-Seq	PAIRED	ILLUMINA	38067524	1932685486	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933030/SRR11933030.lite.1
SRR11933028	SAMN15144901	CIMBL147_WW	CIMBL147	WW		RNA-Seq	PAIRED	ILLUMINA	41058444	2086312227	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933028/SRR11933028.lite.1
SRR11933027	SAMN15144902	CIMBL149_WS1	CIMBL149	WS1		RNA-Seq	PAIRED	ILLUMINA	41820069	2128475888	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933027/SRR11933027.lite.1
SRR11933026	SAMN15144903	CIMBL149_WS2	CIMBL149	WS2		RNA-Seq	PAIRED	ILLUMINA	46085237	2346371548	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933026/SRR11933026.lite.1
SRR11933001	SAMN15144904	CIMBL149_WW	CIMBL149	WW		RNA-Seq	PAIRED	ILLUMINA	29878664	1466317870	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933001/SRR11933001.lite.1
SRR11932997	SAMN15144908	CIMBL150_WS1	CIMBL150	WS1		RNA-Seq	PAIRED	ILLUMINA	61408425	3098802766	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932997/SRR11932997.lite.1
SRR11932996	SAMN15144909	CIMBL150_WW	CIMBL150	WW		RNA-Seq	PAIRED	ILLUMINA	28751787	1460956210	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932996/SRR11932996.lite.1
SRR11932995	SAMN15144910	CIMBL153_WS1	CIMBL153	WS1		RNA-Seq	PAIRED	ILLUMINA	35913561	1829025971	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932995/SRR11932995.lite.1
SRR11932993	SAMN15144911	CIMBL153_WS2	CIMBL153	WS2		RNA-Seq	PAIRED	ILLUMINA	18859075	851053990	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932993/SRR11932993.lite.1
SRR11932992	SAMN15144912	CIMBL153_WW	CIMBL153	WW		RNA-Seq	PAIRED	ILLUMINA	35176888	1790217737	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932992/SRR11932992.lite.1
SRR11932991	SAMN15144913	CIMBL157_WS1	CIMBL157	WS1		RNA-Seq	PAIRED	ILLUMINA	33072831	1683504665	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932991/SRR11932991.lite.1
SRR11932990	SAMN15144914	CIMBL157_WS2	CIMBL157	WS2		RNA-Seq	PAIRED	ILLUMINA	41671446	2121766192	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932990/SRR11932990.lite.1
SRR11932989	SAMN15144915	CIMBL157_WW	CIMBL157	WW		RNA-Seq	PAIRED	ILLUMINA	32234625	1640718940	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932989/SRR11932989.lite.1
SRR11933000	SAMN15144905	CIMBL15_WS1	CIMBL15	WS1		RNA-Seq	PAIRED	ILLUMINA	42918430	2184774558	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933000/SRR11933000.lite.1
SRR11932999	SAMN15144906	CIMBL15_WS2	CIMBL15	WS2		RNA-Seq	PAIRED	ILLUMINA	50248198	2559695456	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932999/SRR11932999.lite.1
SRR11932998	SAMN15144907	CIMBL15_WW	CIMBL15	WW		RNA-Seq	PAIRED	ILLUMINA	48307245	2455391025	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932998/SRR11932998.lite.1
SRR11932988	SAMN15144916	CIMBL17_WS1	CIMBL17	WS1		RNA-Seq	PAIRED	ILLUMINA	34309430	1746165210	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932988/SRR11932988.lite.1
SRR11932987	SAMN15144917	CIMBL17_WS2	CIMBL17	WS2		RNA-Seq	PAIRED	ILLUMINA	42752079	2145134225	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932987/SRR11932987.lite.1
SRR11932986	SAMN15144918	CIMBL17_WW	CIMBL17	WW		RNA-Seq	PAIRED	ILLUMINA	63477669	3222874508	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932986/SRR11932986.lite.1
SRR11932985	SAMN15144919	CIMBL18_WS1	CIMBL18	WS1		RNA-Seq	PAIRED	ILLUMINA	27847771	1417170712	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932985/SRR11932985.lite.1
SRR11932984	SAMN15144920	CIMBL18_WW	CIMBL18	WW		RNA-Seq	PAIRED	ILLUMINA	52562345	2673173150	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932984/SRR11932984.lite.1
SRR11932982	SAMN15144921	CIMBL19_WS1	CIMBL19	WS1		RNA-Seq	PAIRED	ILLUMINA	54217910	2760631418	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932982/SRR11932982.lite.1
SRR11932981	SAMN15144922	CIMBL19_WS2	CIMBL19	WS2		RNA-Seq	PAIRED	ILLUMINA	47417131	2411826981	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932981/SRR11932981.lite.1
SRR11932980	SAMN15144923	CIMBL19_WW	CIMBL19	WW		RNA-Seq	PAIRED	ILLUMINA	26146619	1283711826	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932980/SRR11932980.lite.1
SRR11932869	SAMN15144840	CIMBL1_WS1	CIMBL1	WS1		RNA-Seq	PAIRED	ILLUMINA	16868667	859893426	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932869/SRR11932869.lite.1
SRR11933485	SAMN15144841	CIMBL1_WS2	CIMBL1	WS2		RNA-Seq	PAIRED	ILLUMINA	49778535	2475147388	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933485/SRR11933485.lite.1
SRR11933484	SAMN15144842	CIMBL1_WW	CIMBL1	WW		RNA-Seq	PAIRED	ILLUMINA	38913305	1774369467	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933484/SRR11933484.lite.1
SRR11932978	SAMN15144925	CIMBL22_WS1	CIMBL22	WS1		RNA-Seq	PAIRED	ILLUMINA	31362589	1539349523	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932978/SRR11932978.lite.1
SRR11932953	SAMN15144926	CIMBL22_WS1_REP	CIMBL22	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	66953389	3399874349	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932953/SRR11932953.lite.1
SRR11932952	SAMN15144927	CIMBL22_WS2	CIMBL22	WS2		RNA-Seq	PAIRED	ILLUMINA	44240088	2251293435	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932952/SRR11932952.lite.1
SRR11932951	SAMN15144928	CIMBL22_WS2_REP	CIMBL22	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	78038353	3968027791	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932951/SRR11932951.lite.1
SRR11932950	SAMN15144929	CIMBL22_WW	CIMBL22	WW		RNA-Seq	PAIRED	ILLUMINA	37907584	1890829486	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932950/SRR11932950.lite.1
SRR11932949	SAMN15144930	CIMBL22_WW_REP	CIMBL22	WW	REP	RNA-Seq	PAIRED	ILLUMINA	49378703	2509228496	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932949/SRR11932949.lite.1
SRR11932947	SAMN15144931	CIMBL23_WS1	CIMBL23	WS1		RNA-Seq	PAIRED	ILLUMINA	20462961	1005594886	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932947/SRR11932947.lite.1
SRR11932946	SAMN15144932	CIMBL23_WS1_REP	CIMBL23	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	44505848	2260550892	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932946/SRR11932946.lite.1
SRR11932945	SAMN15144933	CIMBL23_WS2	CIMBL23	WS2		RNA-Seq	PAIRED	ILLUMINA	53711966	2733980871	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932945/SRR11932945.lite.1
SRR11932944	SAMN15144934	CIMBL23_WS2_REP	CIMBL23	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	61498954	3128538321	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932944/SRR11932944.lite.1
SRR11932943	SAMN15144935	CIMBL23_WW	CIMBL23	WW		RNA-Seq	PAIRED	ILLUMINA	73465804	3657569470	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932943/SRR11932943.lite.1
SRR11932942	SAMN15144936	CIMBL23_WW_REP	CIMBL23	WW	REP	RNA-Seq	PAIRED	ILLUMINA	44285311	2249887325	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932942/SRR11932942.lite.1
SRR11932941	SAMN15144937	CIMBL27_WS1	CIMBL27	WS1		RNA-Seq	PAIRED	ILLUMINA	27598542	1404559398	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932941/SRR11932941.lite.1
SRR11932940	SAMN15144938	CIMBL27_WS2	CIMBL27	WS2		RNA-Seq	PAIRED	ILLUMINA	69516842	3531819881	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932940/SRR11932940.lite.1
SRR11932939	SAMN15144939	CIMBL27_WW	CIMBL27	WW		RNA-Seq	PAIRED	ILLUMINA	52042595	2648641527	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932939/SRR11932939.lite.1
SRR11932938	SAMN15144940	CIMBL28_WS1	CIMBL28	WS1		RNA-Seq	PAIRED	ILLUMINA	45713630	2223896887	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932938/SRR11932938.lite.1
SRR11932935	SAMN15144941	CIMBL28_WS1_REP	CIMBL28	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	65088938	3307076533	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932935/SRR11932935.lite.1
SRR11932934	SAMN15144942	CIMBL28_WS2	CIMBL28	WS2		RNA-Seq	PAIRED	ILLUMINA	49993268	2544537048	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932934/SRR11932934.lite.1
SRR11932933	SAMN15144943	CIMBL28_WS2_REP	CIMBL28	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	63539510	3232343778	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932933/SRR11932933.lite.1
SRR11932932	SAMN15144944	CIMBL28_WW	CIMBL28	WW		RNA-Seq	PAIRED	ILLUMINA	57450872	2863953669	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932932/SRR11932932.lite.1
SRR11932931	SAMN15144945	CIMBL28_WW_REP	CIMBL28	WW	REP	RNA-Seq	PAIRED	ILLUMINA	44994679	2285784842	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932931/SRR11932931.lite.1
SRR11932930	SAMN15144946	CIMBL29_WS1	CIMBL29	WS1		RNA-Seq	PAIRED	ILLUMINA	22549916	1106880638	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932930/SRR11932930.lite.1
SRR11932905	SAMN15144947	CIMBL29_WS1_REP	CIMBL29	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	49415035	2512304036	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932905/SRR11932905.lite.1
SRR11932904	SAMN15144948	CIMBL29_WS2	CIMBL29	WS2		RNA-Seq	PAIRED	ILLUMINA	43504632	2213438474	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932904/SRR11932904.lite.1
SRR11932903	SAMN15144949	CIMBL29_WS2_REP	CIMBL29	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	45981972	2337238297	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932903/SRR11932903.lite.1
SRR11932902	SAMN15144950	CIMBL29_WW	CIMBL29	WW		RNA-Seq	PAIRED	ILLUMINA	39692634	1980638550	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932902/SRR11932902.lite.1
SRR11932979	SAMN15144924	CIMBL2_WS1	CIMBL2	WS1		RNA-Seq	PAIRED	ILLUMINA	54544846	2753101115	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932979/SRR11932979.lite.1
SRR11932900	SAMN15144951	CIMBL32_WS1	CIMBL32	WS1		RNA-Seq	PAIRED	ILLUMINA	52950642	2562592645	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932900/SRR11932900.lite.1
SRR11932899	SAMN15144952	CIMBL32_WS2	CIMBL32	WS2		RNA-Seq	PAIRED	ILLUMINA	32750117	1519213064	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932899/SRR11932899.lite.1
SRR11932898	SAMN15144953	CIMBL32_WW	CIMBL32	WW		RNA-Seq	PAIRED	ILLUMINA	50529860	2300715766	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932898/SRR11932898.lite.1
SRR11932894	SAMN15144957	CIMBL40_WS1	CIMBL40	WS1		RNA-Seq	PAIRED	ILLUMINA	40427788	1953374743	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932894/SRR11932894.lite.1
