run	biosample	sample_name	genotype_id	environment	replicate_flag	library_strategy	library_layout	platform	spots	bases	download_path
SRR11933486	SAMN15144751	1462_WS2	1462	WS2		RNA-Seq	PAIRED	ILLUMINA	44512839	2230058534	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933486/SRR11933486.lite.1
SRR11933475	SAMN15144752	1462_WW	1462	WW		RNA-Seq	PAIRED	ILLUMINA	36324069	1848462293	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933475/SRR11933475.lite.1
SRR11933272	SAMN15144753	238_WS1	238	WS1		RNA-Seq	PAIRED	ILLUMINA	66833762	3371737261	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933272/SRR11933272.lite.1
SRR11933261	SAMN15144754	238_WS2	238	WS2		RNA-Seq	PAIRED	ILLUMINA	95555628	4857949948	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933261/SRR11933261.lite.1
SRR11933250	SAMN15144755	268_WS1	268	WS1		RNA-Seq	PAIRED	ILLUMINA	35239546	1793207859	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933250/SRR11933250.lite.1
SRR11933040	SAMN15144756	268_WS2	268	WS2		RNA-Seq	PAIRED	ILLUMINA	38300226	1916579118	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933040/SRR11933040.lite.1
SRR11933029	SAMN15144757	268_WW	268	WW		RNA-Seq	PAIRED	ILLUMINA	32505922	1654151465	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933029/SRR11933029.lite.1
SRR11932994	SAMN15144758	303WX_WS2	303WX	WS2		RNA-Seq	PAIRED	ILLUMINA	66859651	3379742748	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932994/SRR11932994.lite.1
SRR11932983	SAMN15144759	303WX_WW	303WX	WW		RNA-Seq	PAIRED	ILLUMINA	69283186	3499211347	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932983/SRR11932983.lite.1
SRR11932948	SAMN15144760	4019_WS1	4019	WS1		RNA-Seq	PAIRED	ILLUMINA	65727556	3343757198	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932948/SRR11932948.lite.1
SRR11932936	SAMN15144761	4019_WS2	4019	WS2		RNA-Seq	PAIRED	ILLUMINA	46256260	2315356893	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932936/SRR11932936.lite.1
SRR11932901	SAMN15144762	4019_WW	4019	WW		RNA-Seq	PAIRED	ILLUMINA	78835800	3995889067	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932901/SRR11932901.lite.1
SRR11932890	SAMN15144763	4F1_WS2	4F1	WS2		RNA-Seq	PAIRED	ILLUMINA	52865703	2588791417	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932890/SRR11932890.lite.1
SRR11932866	SAMN15144764	4F1_WW	4F1	WW		RNA-Seq	PAIRED	ILLUMINA	97708396	4435270613	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932866/SRR11932866.lite.1
SRR11932855	SAMN15144765	5237_WS1	5237	WS1		RNA-Seq	PAIRED	ILLUMINA	30425189	1546401672	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932855/SRR11932855.lite.1
SRR11932844	SAMN15144766	5237_WS2	5237	WS2		RNA-Seq	PAIRED	ILLUMINA	37615619	1886992128	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932844/SRR11932844.lite.1
SRR11932833	SAMN15144767	5237_WW	5237	WW		RNA-Seq	PAIRED	ILLUMINA	29080732	1475842419	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932833/SRR11932833.lite.1
SRR11932822	SAMN15144768	647_WS1	647	WS1		RNA-Seq	PAIRED	ILLUMINA	49168683	2503750667	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932822/SRR11932822.lite.1
SRR11932811	SAMN15144769	647_WS2	647	WS2		RNA-Seq	PAIRED	ILLUMINA	56732804	2888728326	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932811/SRR11932811.lite.1
SRR11933230	SAMN15144770	647_WW	647	WW		RNA-Seq	PAIRED	ILLUMINA	33680230	1715150601	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933230/SRR11933230.lite.1
SRR11933218	SAMN15144771	7381_WS1	7381	WS1		RNA-Seq	PAIRED	ILLUMINA	50087121	2550040086	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933218/SRR11933218.lite.1
SRR11933207	SAMN15144772	7381_WS2	7381	WS2		RNA-Seq	PAIRED	ILLUMINA	37869900	1656472326	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933207/SRR11933207.lite.1
SRR11933196	SAMN15144773	7884-4HT_WS1	7884-4HT	WS1		RNA-Seq	PAIRED	ILLUMINA	48391988	2461779224	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933196/SRR11933196.lite.1
SRR11933185	SAMN15144774	7884-4HT_WS1_REP	7884-4HT	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	44562389	2269763593	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933185/SRR11933185.lite.1
SRR11933174	SAMN15144775	7884-4HT_WS2	7884-4HT	WS2		RNA-Seq	PAIRED	ILLUMINA	41428166	2066187570	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933174/SRR11933174.lite.1
SRR11933163	SAMN15144776	7884-4HT_WS2_REP	7884-4HT	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	26776252	1178666168	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933163/SRR11933163.lite.1
SRR11933152	SAMN15144777	7884-4HT_WW	7884-4HT	WW		RNA-Seq	PAIRED	ILLUMINA	37052713	1884343027	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933152/SRR11933152.lite.1
SRR11933141	SAMN15144778	835B_WS1	835B	WS1		RNA-Seq	PAIRED	ILLUMINA	29035819	1477972505	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933141/SRR11933141.lite.1
SRR11933130	SAMN15144779	835B_WS2	835B	WS2		RNA-Seq	PAIRED	ILLUMINA	33181862	1665211561	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933130/SRR11933130.lite.1
SRR11933119	SAMN15144780	835B_WW	835B	WW		RNA-Seq	PAIRED	ILLUMINA	26571311	1352376579	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933119/SRR11933119.lite.1
SRR11933107	SAMN15144781	8902_WS1	8902	WS1		RNA-Seq	PAIRED	ILLUMINA	89934786	4576534222	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933107/SRR11933107.lite.1
SRR11933096	SAMN15144782	8902_WS2	8902	WS2		RNA-Seq	PAIRED	ILLUMINA	56595030	2818255403	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933096/SRR11933096.lite.1
SRR11933085	SAMN15144783	8902_WW	8902	WW		RNA-Seq	PAIRED	ILLUMINA	38214073	1944504492	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933085/SRR11933085.lite.1
SRR11933074	SAMN15144784	A188_WS1	A188	WS1		RNA-Seq	PAIRED	ILLUMINA	52557770	2393888614	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933074/SRR11933074.lite.1
SRR11933063	SAMN15144785	A188_WS1_REP	A188	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	49299100	2489838950	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933063/SRR11933063.lite.1
SRR11933458	SAMN15144786	A188_WS2	A188	WS2		RNA-Seq	PAIRED	ILLUMINA	54868212	2435208051	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933458/SRR11933458.lite.1
SRR11933447	SAMN15144787	A188_WS2_REP	A188	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	53380885	2631798158	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933447/SRR11933447.lite.1
SRR11933436	SAMN15144788	A188_WW	A188	WW		RNA-Seq	PAIRED	ILLUMINA	55448696	2662482838	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933436/SRR11933436.lite.1
SRR11933425	SAMN15144789	A188_WW_REP	A188	WW	REP	RNA-Seq	PAIRED	ILLUMINA	45993161	2341345499	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933425/SRR11933425.lite.1
SRR11933358	SAMN15144795	B113_WS1	B113	WS1		RNA-Seq	PAIRED	ILLUMINA	32010748	1629048826	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933358/SRR11933358.lite.1
SRR11933347	SAMN15144796	B113_WS2	B113	WS2		RNA-Seq	PAIRED	ILLUMINA	43940766	2203109600	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933347/SRR11933347.lite.1
SRR11933336	SAMN15144797	B113_WW	B113	WW		RNA-Seq	PAIRED	ILLUMINA	47357874	2409145344	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933336/SRR11933336.lite.1
SRR11933325	SAMN15144798	B114_WS1	B114	WS1		RNA-Seq	PAIRED	ILLUMINA	39476188	2009865652	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933325/SRR11933325.lite.1
SRR11933314	SAMN15144799	B114_WS2	B114	WS2		RNA-Seq	PAIRED	ILLUMINA	43607616	1918268451	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933314/SRR11933314.lite.1
SRR11933303	SAMN15144800	B114_WW	B114	WW		RNA-Seq	PAIRED	ILLUMINA	50496676	2566211495	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933303/SRR11933303.lite.1
SRR11933414	SAMN15144790	B11_WS1	B11	WS1		RNA-Seq	PAIRED	ILLUMINA	29702734	1456962174	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933414/SRR11933414.lite.1
SRR11933402	SAMN15144791	B11_WS1_REP	B11	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	53744967	2731850673	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933402/SRR11933402.lite.1
SRR11933391	SAMN15144792	B11_WS2	B11	WS2		RNA-Seq	PAIRED	ILLUMINA	68502085	3483172211	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933391/SRR11933391.lite.1
SRR11933380	SAMN15144793	B11_WW	B11	WW		RNA-Seq	PAIRED	ILLUMINA	47734120	2379855560	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933380/SRR11933380.lite.1
SRR11933369	SAMN15144794	B11_WW_REP	B11	WW	REP	RNA-Seq	PAIRED	ILLUMINA	62852235	3193439135	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933369/SRR11933369.lite.1
SRR11933291	SAMN15144801	B73_WS1	B73	WS1		RNA-Seq	PAIRED	ILLUMINA	95049925	4681718619	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933291/SRR11933291.lite.1
SRR11933280	SAMN15144802	B73_WS2	B73	WS2		RNA-Seq	PAIRED	ILLUMINA	54465461	2698534629	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933280/SRR11933280.lite.1
SRR11933245	SAMN15144803	B73_WW	B73	WW		RNA-Seq	PAIRED	ILLUMINA	42524303	2130675050	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933245/SRR11933245.lite.1
SRR11933234	SAMN15144804	BY4944_WS1	BY4944	WS1		RNA-Seq	PAIRED	ILLUMINA	57932736	2947565071	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933234/SRR11933234.lite.1
SRR11933024	SAMN15144805	BY4944_WS2	BY4944	WS2		RNA-Seq	PAIRED	ILLUMINA	29834855	1493219213	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933024/SRR11933024.lite.1
SRR11933013	SAMN15144806	BY4944_WW	BY4944	WW		RNA-Seq	PAIRED	ILLUMINA	36614231	1863185719	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933013/SRR11933013.lite.1
SRR11933002	SAMN15144807	BY4960_WS1	BY4960	WS1		RNA-Seq	PAIRED	ILLUMINA	45544320	2316481111	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933002/SRR11933002.lite.1
SRR11932967	SAMN15144808	BY4960_WS2	BY4960	WS2		RNA-Seq	PAIRED	ILLUMINA	53210287	2669794315	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932967/SRR11932967.lite.1
SRR11932956	SAMN15144809	BY4960_WW	BY4960	WW		RNA-Seq	PAIRED	ILLUMINA	68121794	3464361829	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932956/SRR11932956.lite.1
SRR11932926	SAMN15144810	BY804_WS1	BY804	WS1		RNA-Seq	PAIRED	ILLUMINA	90604630	4536112377	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932926/SRR11932926.lite.1
SRR11932924	SAMN15144811	BY804_WS1_REP	BY804	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	48623422	2457835678	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932924/SRR11932924.lite.1
SRR11932923	SAMN15144812	BY804_WS2	BY804	WS2		RNA-Seq	PAIRED	ILLUMINA	94704964	4745743654	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932923/SRR11932923.lite.1
SRR11932922	SAMN15144813	BY804_WS2_REP	BY804	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	32512948	1601976604	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932922/SRR11932922.lite.1
SRR11932921	SAMN15144814	BY804_WW	BY804	WW		RNA-Seq	PAIRED	ILLUMINA	68888933	3410625655	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932921/SRR11932921.lite.1
SRR11932920	SAMN15144815	BY804_WW_REP	BY804	WW	REP	RNA-Seq	PAIRED	ILLUMINA	55573304	2807633506	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932920/SRR11932920.lite.1
SRR11932919	SAMN15144816	BY809_WS1	BY809	WS1		RNA-Seq	PAIRED	ILLUMINA	58616446	2984842288	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932919/SRR11932919.lite.1
SRR11932918	SAMN15144817	BY809_WS2	BY809	WS2		RNA-Seq	PAIRED	ILLUMINA	35828817	1574019560	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932918/SRR11932918.lite.1
SRR11932917	SAMN15144818	BY809_WW	BY809	WW		RNA-Seq	PAIRED	ILLUMINA	41549853	2114858032	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932917/SRR11932917.lite.1
SRR11932916	SAMN15144819	BY813_WS1	BY813	WS1		RNA-Seq	PAIRED	ILLUMINA	36612373	1794304004	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932916/SRR11932916.lite.1
SRR11932915	SAMN15144820	BY813_WS1_REP	BY813	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	81658395	4148137195	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932915/SRR11932915.lite.1
SRR11932913	SAMN15144821	BY813_WS2	BY813	WS2		RNA-Seq	PAIRED	ILLUMINA	37392301	1903387650	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932913/SRR11932913.lite.1
SRR11932912	SAMN15144822	BY813_WS2_REP	BY813	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	69054754	3511716988	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932912/SRR11932912.lite.1
SRR11932911	SAMN15144823	BY813_WW	BY813	WW		RNA-Seq	PAIRED	ILLUMINA	39556025	1971347015	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932911/SRR11932911.lite.1
SRR11932910	SAMN15144824	BY813_WW_REP	BY813	WW	REP	RNA-Seq	PAIRED	ILLUMINA	36899863	1874340220	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932910/SRR11932910.lite.1
SRR11932909	SAMN15144825	BY855_WS1	BY855	WS1		RNA-Seq	PAIRED	ILLUMINA	26124635	1329537792	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932909/SRR11932909.lite.1
SRR11932908	SAMN15144826	BY855_WS2	BY855	WS2		RNA-Seq	PAIRED	ILLUMINA	68173195	3403181484	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932908/SRR11932908.lite.1
SRR11932907	SAMN15144827	BY855_WW	BY855	WW		RNA-Seq	PAIRED	ILLUMINA	27941520	1422270358	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932907/SRR11932907.lite.1
SRR11932906	SAMN15144828	CHANG72_WS1	CHANG72	WS1		RNA-Seq	PAIRED	ILLUMINA	42762420	2175444024	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932906/SRR11932906.lite.1
SRR11932881	SAMN15144829	CHANG72_WS1_REP	CHANG72	WS1	REP	RNA-Seq	PAIRED	ILLUMINA	60450458	2987486757	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932881/SRR11932881.lite.1
SRR11932880	SAMN15144830	CHANG72_WS2	CHANG72	WS2		RNA-Seq	PAIRED	ILLUMINA	37380513	1901203513	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932880/SRR11932880.lite.1
SRR11932878	SAMN15144831	CHANG72_WS2_REP	CHANG72	WS2	REP	RNA-Seq	PAIRED	ILLUMINA	95777324	4740832432	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932878/SRR11932878.lite.1
SRR11932877	SAMN15144832	CHANG72_WW	CHANG72	WW		RNA-Seq	PAIRED	ILLUMINA	42540859	2165489167	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932877/SRR11932877.lite.1
SRR11932876	SAMN15144833	CHANG72_WW_REP	CHANG72	WW	REP	RNA-Seq	PAIRED	ILLUMINA	53171043	2687343296	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932876/SRR11932876.lite.1
SRR11932875	SAMN15144834	CHUAN48-2_WS1	CHUAN48-2	WS1		RNA-Seq	PAIRED	ILLUMINA	47483759	2417653939	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932875/SRR11932875.lite.1
SRR11932874	SAMN15144835	CHUAN48-2_WS2	CHUAN48-2	WS2		RNA-Seq	PAIRED	ILLUMINA	44305967	2255467780	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932874/SRR11932874.lite.1
SRR11932873	SAMN15144836	CHUAN48-2_WW	CHUAN48-2	WW		RNA-Seq	PAIRED	ILLUMINA	34247791	1680988861	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932873/SRR11932873.lite.1
SRR11932872	SAMN15144837	CI7_WS1	CI7	WS1		RNA-Seq	PAIRED	ILLUMINA	38033000	1776171346	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932872/SRR11932872.lite.1
SRR11932871	SAMN15144838	CI7_WS2	CI7	WS2		RNA-Seq	PAIRED	ILLUMINA	40520342	1994031881	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11932/SRR11932871/SRR11932871.lite.1
SRR11932870	SAMN15144839	CI7_WW	CI7	WW		RNA-Seq	PAIRED	ILLUMINA	74660817	3399502406	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11932/SRR11932870/SRR11932870.lite.1
SRR11933480	SAMN15144846	CIMBL101_WS1	CIMBL101	WS1		RNA-Seq	PAIRED	ILLUMINA	59839581	2651253486	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933480/SRR11933480.lite.1
SRR11933479	SAMN15144847	CIMBL101_WS2	CIMBL101	WS2		RNA-Seq	PAIRED	ILLUMINA	25875275	1318596179	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933479/SRR11933479.lite.1
SRR11933478	SAMN15144848	CIMBL101_WW	CIMBL101	WW		RNA-Seq	PAIRED	ILLUMINA	64500096	2930207897	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933478/SRR11933478.lite.1
SRR11933483	SAMN15144843	CIMBL10_WS1	CIMBL10	WS1		RNA-Seq	PAIRED	ILLUMINA	37981412	1932924785	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933483/SRR11933483.lite.1
SRR11933482	SAMN15144844	CIMBL10_WS2	CIMBL10	WS2		RNA-Seq	PAIRED	ILLUMINA	45941312	2339736732	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933482/SRR11933482.lite.1
SRR11933481	SAMN15144845	CIMBL10_WW	CIMBL10	WW		RNA-Seq	PAIRED	ILLUMINA	40901043	2082216631	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933481/SRR11933481.lite.1
SRR11933477	SAMN15144849	CIMBL111_WS1	CIMBL111	WS1		RNA-Seq	PAIRED	ILLUMINA	55489608	2801522767	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933477/SRR11933477.lite.1
SRR11933476	SAMN15144850	CIMBL111_WS2	CIMBL111	WS2		RNA-Seq	PAIRED	ILLUMINA	49959986	2537029049	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933476/SRR11933476.lite.1
SRR11933474	SAMN15144851	CIMBL111_WW	CIMBL111	WW		RNA-Seq	PAIRED	ILLUMINA	37084345	1884837610	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR011/11933/SRR11933474/SRR11933474.lite.1
SRR11933473	SAMN15144852	CIMBL114_WS1	CIMBL114	WS1		RNA-Seq	PAIRED	ILLUMINA	55965328	2709999468	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933473/SRR11933473.lite.1
SRR11933472	SAMN15144853	CIMBL114_WS2	CIMBL114	WS2		RNA-Seq	PAIRED	ILLUMINA	35023602	1620417289	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933472/SRR11933472.lite.1
SRR11933471	SAMN15144854	CIMBL114_WW	CIMBL114	WW		RNA-Seq	PAIRED	ILLUMINA	24371439	1242301536	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933471/SRR11933471.lite.1
SRR11933470	SAMN15144855	CIMBL115_WS1	CIMBL115	WS1		RNA-Seq	PAIRED	ILLUMINA	31484553	1596644714	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933470/SRR11933470.lite.1
SRR11933469	SAMN15144856	CIMBL115_WS2	CIMBL115	WS2		RNA-Seq	PAIRED	ILLUMINA	47014718	2386805770	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933469/SRR11933469.lite.1
SRR11933468	SAMN15144857	CIMBL115_WW	CIMBL115	WW		RNA-Seq	PAIRED	ILLUMINA	41841416	2129420052	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR011/11933/SRR11933468/SRR11933468.lite.1
